title,description,rating,travel_date,review_date
Swift clear response.,"Swift, clear response to query once I got through. Getting through on phone line bit of a pain though.",5,Date of experience: 15 March 2022,15 Mar 2022
Excellent communication and forwarded…,Excellent communication and forwarded my query very quickly.great work,5,Date of experience: 15 March 2022,15 Mar 2022
Danny had a wonderful telephone manner,Danny had a wonderful telephone manner. He was very patient and answered all my questions professionally and courteously.He even went that step further to direct me to where I can find contact info on wage slips etc .Wonderful experience.,5,Date of experience: 14 March 2022,14 Mar 2022
Brilliant service,My request was handled professionally and on time. What an excellent service from Dan.,5,Date of experience: 11 March 2022,Updated 11 Mar 2022
Excellent service Connie,Excellent service Connie. Very pleasant and quick to solve my issue. A comfort after a 40min wait on the phone.,5,Date of experience: 11 March 2022,11 Mar 2022
I had several issues regarding…,"I had several issues regarding invoices, timesheets and P45. Danny swiftly got to the root of these and answered all my questions with the utmost professionalism.",5,Date of experience: 11 March 2022,11 Mar 2022
Ezra was very helpful and patient in…,Ezra was very helpful and patient in answering all of my questions and helping to put my mind at rest. Brilliant customer service.,5,Date of experience: 11 March 2022,11 Mar 2022
Spoke with Connie B today,"Spoke with Connie B today. She was polite, patient and efficient. She explained the company name change in a jiffy and provided me with the information I needed to complete my affairs.",5,Date of experience: 11 March 2022,11 Mar 2022
The officer showed a lot of empathy to…,The officer showed a lot of empathy to my situation. My query was that I hadn't been paid as yet so I wanted to know what was going on. He informed me that I would receive a confirmation e-mail stating how much I would be paid by 6pm that day. As confirmed the money was in my account by 6pm. Highly impressed by their level of customer service.,5,Date of experience: 11 March 2022,Updated 11 Mar 2022
Daniel has been very supportive…,Daniel has been very supportive throughout the call and very attentive to my queries.I am happy.,5,Date of experience: 11 March 2022,11 Mar 2022
Very helpful today and the guy I spoken…,Very helpful today and the guy I spoken to was lovely talked me through on how to send an email,5,Date of experience: 10 March 2022,10 Mar 2022
Very happy with the help I received…,Very happy with the help I received today from Daniel S. Explained everything I needed to know all my questions have now been answered!,5,Date of experience: 10 March 2022,10 Mar 2022
Professional and friendly approach,Professional and friendly approach to my time critical query by Connie.  Clear set of next steps and feel assured.  Thanks a lot Workwell team. Keep up good work.,5,Date of experience: 10 March 2022,10 Mar 2022
"Professional, friendly, helpful","I am looking for an umbrella company for the first time and have contacted four, with only three responding. My experience taking to Angela was in a different league from the other two, with whom I felt I was on a production line and couldn't be moved in fast enough. Angela's professional and helpful approach was in stark contrast to that and made me confident in signing up to Workwell.",5,Date of experience: 10 March 2022,10 Mar 2022
Spot on…,"A very friendly and accommodating manner, coupled with a thorough and knowledgeable explanation.  My query was answered in full and I was more than satisfied with the overall conclusion.  Thanks again, Connie.",5,Date of experience: 09 March 2022,9 Mar 2022
Great support,Thank you Connie for your help and understanding,5,Date of experience: 09 March 2022,9 Mar 2022
Nice,"Nice, very helpful",5,Date of experience: 09 March 2022,9 Mar 2022
Tim had the answer,Tim was very helpful and had good knowledge regarding my query,5,Date of experience: 08 March 2022,8 Mar 2022
Connie B was very helpful,"Connie B was very helpful, informative and friendly.",5,Date of experience: 08 March 2022,8 Mar 2022
OMG complete disgrace to the accounts…,"OMG complete disgrace to the accounts profession, we have 3 companies and since they bought over accounts net nothing and I repeat nothing has gone right, two of the companies books were seriously late because they kept asking for information that I had already explained, I was dealing with no less that 10 people who were emailing for information and they appear to be unable to either compile everything or keep losing emails, I realise in the current climate it can’t be easy as we couldn’t open bank accounts for two of the businesses because of COVID so ran everything through the one company but I took the time and trouble to separate things for each company and still they were late we have been threatened twice from companies house, been fined by the tax office and I had to call the tax office to see what we were due 😳😳. We were also told that we owed over £40k in corporation tax then today, after telling them to check that, they have come back to say it was an error and are not due to pay anything, the stress they have caused is unbelievable and they have now submitted books that I am going to have another accountant review and sort out hopefully the correct account figures can be submitted. We never had any issues before and I will be taking the matter further as they need struck off as accountants",1,Date of experience: 07 March 2022,7 Mar 2022
Conne B was very helpful and resolved…,Conne B was very helpful and resolved my 2 queries within 1 call. Many thanks for your assistance.,5,Date of experience: 07 March 2022,7 Mar 2022
Good Resolved the issue,Date of experience: 07 March 2022,5,Date of experience: 07 March 2022,7 Mar 2022
Satisfied,All of my questions were answered and I was satisfied with how the information was explained.,5,Date of experience: 05 March 2022,5 Mar 2022
JSA give great service,"Courteous, professional and friendly. A real pleasure speaking with JSA who always resolve any queries I have.",5,Date of experience: 04 March 2022,4 Mar 2022
Very helpful lady,Very helpful lady. Thank you,5,Date of experience: 04 March 2022,4 Mar 2022
Polite and Quick,"Today, Connie was very polite and quick to resolve my issue. She advised on next steps and stayed on the phone to ensure I received the necessary documents. Having dealt with advisors twice before, I can say that the consistency in service is maintained across the staff. Thanks for your help.",5,Date of experience: 04 March 2022,4 Mar 2022
Very helpful,"Very helpful, polite and perfect english.  Would ask specifically for the same operator in the future.",5,Date of experience: 03 March 2022,3 Mar 2022
Danny was about as professional as they…,Danny was about as professional as they come… so good. Great phone manner. Wanted to make sure I had absolutely everything in place and could detect how unsure I was about using JSA and this new ‘scary umbrella thing’. Excellent.,5,Date of experience: 03 March 2022,3 Mar 2022
Very willing to help,Date of experience: 03 March 2022,4,Date of experience: 03 March 2022,3 Mar 2022
Great umbrella company.,Really helpful and really great at talking through what the confusion was. Would highly recommend their service. And Connie B was amazing and got all sorted for me.,5,Date of experience: 03 March 2022,3 Mar 2022
Danny was extremely courteous,"Danny was extremely courteous, super helpful and upbeat. Refreshing to receive such respectful and friendly customer service. Almost worth having an issue to need to call back!!",5,Date of experience: 01 March 2022,1 Mar 2022
Dan made me feel really valued,"Dan made me feel really valued, from the moment he engaged with me as a client. I have always felt I was being listened to via your colleagues on the call, but Dan's  transparency about his schedule and his promises, alongside the initiative to follow up set him apart. Thanks again Dan.",5,Date of experience: 01 March 2022,1 Mar 2022
Helpful quick and efficient!,Date of experience: 01 March 2022,5,Date of experience: 01 March 2022,1 Mar 2022
Awful,"Awful, incompetent, unresponsive - run a mile - they will make you miss your Companies House and HMRC deadlines which means penalties for you.",1,Date of experience: 01 March 2022,1 Mar 2022
Efficient customer support received from Danny,Used the callback service and Danny answered all my questions very quickly and provided me with the clarity I was after with regards to timesheets and pay.,5,Date of experience: 28 February 2022,28 Feb 2022
Danny was really helpful clear in…,Danny was really helpful clear in explaining answers to all my queries,5,Date of experience: 28 February 2022,28 Feb 2022
Best experienced I’ve had,"Connie was absolutely amazing, very informative and helpful. Was clear in speech and very polite. And though the call I made was redundant due to the error on my part she done an amazing job at reassuring me, explaining many make that mistake. Overall 10/10 if I could put 10  and wish all future customer service experiences could be handled the way she did.",5,Date of experience: 25 February 2022,Updated 25 Feb 2022
Good umbrella,"Been with JSA since April 2021 and have had no issues with them, they generally answer the phone quickly and are very prompt to answer any questions and are always very helpful. If I had to find something wrong it would be that there weekly fee as gone up over £10 in less than a year, but other than that they are a good umbrella to deal with my wages and pension payments.",4,Date of experience: 25 February 2022,25 Feb 2022
Great quality of service,Rapid call back and very clear and professional answers. Great service.,5,Date of experience: 25 February 2022,25 Feb 2022
Very clear explanation. Superseded payslip.,Very clear explanation.,5,Date of experience: 25 February 2022,25 Feb 2022
"Pensions, Apprenticship levy, Taxed on expenses","Point 1 Connie was very knowledgeable about product but I am still upset that I am being taxed for expenses that has already been taxed.  I guess this is something but I would consider a approach where your clients like me do not leave for 'other incumbents' that has not acknowledge the need for change.  I think JSA needs to be able to allow clients to logon and upload a spreadsheet or other formats which will allow you to present this to the HMRC at end of the tax year afterall you are managing our payrole and getting paid for the service.  Alternatively direct input of data that is required as proof.  Without this, change will make it a messy situation and can only lead to clients like myself loosing out on what they have already paid tax for.Point 2 Smart pensions is a great thing though and Connie politely helped me understand the change here.Point 3 I am not happy bout this - apprenticeship levy  - another stealth tax on the poor.  It does not help when we are on a lower wage than many contractors.Overall some of the points are mandatory changes and are required by other powers but we should have some notification as to what is changing.  Connie helped as much as she could!",4,Date of experience: 24 February 2022,24 Feb 2022
5 Star,"5 StarLovely and friendly, helpful teamThank you very much",5,Date of experience: 24 February 2022,24 Feb 2022
Danny was a huge help,"Danny was a huge help. He was very polite and professional, quick to find answers to the queries I had, and very knowledgeable. A real asset to the team, and he should be rewarded for the high quality of his work.",5,Date of experience: 24 February 2022,24 Feb 2022
Thanks for your help over the matter,Date of experience: 24 February 2022,5,Date of experience: 24 February 2022,24 Feb 2022
Helpful as ever.,Date of experience: 23 February 2022,5,Date of experience: 23 February 2022,23 Feb 2022
Tania Kent was so professional and…,Tania Kent was so professional and helpful and deserves a medal. My experience with workwise team so far has been excellant.,5,Date of experience: 23 February 2022,23 Feb 2022
Danny was very helpful and keen to help…,Danny was very helpful and keen to help me with My issue.,5,Date of experience: 23 February 2022,23 Feb 2022
As always super helpful and efficient…,"As always super helpful and efficient they provide that spare capacity and deal with the nitty gritty that employees simply do not have the time nor will nor expertise to deal with.Special mentions to Connie B and Ezra for their effervescent natures and going that extra mile, one can literally see their smiles through the phone!",5,Date of experience: 22 February 2022,22 Feb 2022
New client query,Had great assistance today from Danny who was able to provide me with great information to a query I has as I am new to JSA as a client from Vivid,5,Date of experience: 22 February 2022,22 Feb 2022
Connie was polite and efficient with my…,Connie was polite and efficient with my query. Great customer service!,5,Date of experience: 22 February 2022,22 Feb 2022
Professional,"Professional, courteous, friendly and very helpful. Couldn't ask for more!",5,Date of experience: 22 February 2022,22 Feb 2022
I am yet another customer same as…,"I am yet another customer same as Andrew Higgins in the below comments.They just didn't file my company accounts on time and i'm aware of this via a letter from companies house. I am also in the end of 14 days notice period for my company to face a possible deregistration and still don't know if they are filing it, or doing it correctly. I can barely get any updates from them. The guy assigned to me calculated my SATR wrong, don't respond to my emails instead sends me emails asking for payment which is already done.I'm still a customer and not sure what will happen to my company, desperately hoping these guys to file it as i have no other option.Also surprised of the rating they have here, not sure how accurate this as I see people here rated them 5-star over a phone conversation they had.",1,Date of experience: 22 February 2022,Updated 22 Feb 2022
I called with a query regarding my…,I called with a query regarding my holiday accrual pay and Daniel was able to listen to what I had to say and solve my query in a matter of seconds! I was left feeling very satisfied.,5,Date of experience: 22 February 2022,22 Feb 2022
GREAT AND CLEAR EXPLANATION  spoke with Danny as I was unsure how…,As a new umbrella client of JSA i spoke with Danny as I was unsure how the process of being paid worked and when payments would be made He explained the process in full and was very clear and precise - thank you,5,Date of experience: 21 February 2022,21 Feb 2022
Quick reply and detailed response.,Date of experience: 21 February 2022,5,Date of experience: 21 February 2022,21 Feb 2022
I would like to thank Connie for her…,"I would like to thank Connie for her superb customer service, she is very knowledgeable and have excellent manners, she went above and beyond to get the information for me. Thank you again Connie, you are a star!",5,Date of experience: 18 February 2022,18 Feb 2022
Danny was amazing and his customer…,Danny was amazing and his customer skills was perfect. He needs bonus or promotion for this,5,Date of experience: 18 February 2022,18 Feb 2022
Danny,Very helpful and efficient!,5,Date of experience: 18 February 2022,18 Feb 2022
Great customer service.,Date of experience: 18 February 2022,5,Date of experience: 18 February 2022,18 Feb 2022
Very happy with them,"I deal with a lot of umbrella companies and JSA have consistently been a step above the rest with their compliance, customer care and frequency of payments. Any queries are dealt with quickly and they're happy to accommodate last minute changes (which not many companies seem to do!). It's nice to have one point of contact and always super helpful",5,Date of experience: 18 February 2022,18 Feb 2022
Didn't attach my payslip as asked to…,Didn't attach my payslip as asked to the email,1,Date of experience: 18 February 2022,18 Feb 2022
"Excellent service received,","Excellent service received,Was really worried and stressed out. The lovely lady calmed me down, listened and understood exactly what to do. She took down all my details and sent the information over to the right department immediately while I was on the phone.This gave me peace of mind that something is now happening. She even put a note on the system to make sure her colleagues in the other department contact her once everything was completed. So that if there was any kind of issues she would be made aware and then get back to me.Thank you so so much.It’s nice to know that there still afew amazing people out there, that will go that extra mile in their job, not just watch the clock waiting for the shift to finish.These type of staff need to be recognised and thanked by upper managers and given a bonus every so often.This will help show that the company really does appreciate their great work.",5,Date of experience: 17 February 2022,17 Feb 2022
Perfect Service,Date of experience: 16 February 2022,5,Date of experience: 16 February 2022,16 Feb 2022
Prompt response on urgent matter,Mr. Qasim P. was helpful and willing to deal with my urgent request.,5,Date of experience: 16 February 2022,16 Feb 2022
Do not use JSA.  Utter rubbish.,"Yet another JSA customer with an awful experience and accounts filed late. Since my brilliant accountants, Accountsnet were bought by JSA the service has got worse and worse and the monthly costs have gone up.Currently, despite having provided all necessary information in a very timely manner, they have missed my final filing date with Companies House.  They didn't even start the accounts until they were overdue and I chased. I now face a fine, which they have not undertaken to cover, and still after the overdue notice 14 day period the accounts are still far from correct; riddled with errors.  My company faces being deregistered through no fault of my own.JSA have not apologised or undertaken to cover the penalty costs. I have asked them to escalate my complaint, but nobody takes it seriously.  They just ask for more information and kick the can down the road.They also got my VAT wrong, treating an interest payment as a VAT'able sale when I have had no other sales in that year.They have also not started my SATR yet. They will probably reply below, apologising for ""Any Inconvenience""  With this lot, the inconvenience is nailed on, completely obvious to anyone who cares to look, but they just don't care.",1,Date of experience: 15 February 2022,15 Feb 2022
Pick another accountancy company - do not sign up.,"I'm a contractor and very rarely have queries, all i need is my VAT submitted and tax amounts calculated.  They got my personal income tax amount wrong (by a long way) and feels like you have to constantly chase them to get a response for basic  questions on email.  I have been with them 5 years now and it was ok to start with but recently it's gone downhill and it seems they are at the bottom of it now.You might want to look around a bit first as I'm sure there are much better firms out there.They did call me after posting this review to say they are trying to get better but that sort of thing doesn't happen overnight.***Just to update I have now changed accountants, please do yourself a favour and steer clear of this company, they are hopeless.",1,Date of experience: 15 February 2022,Updated 14 Jul 2022
Positive attitude,"Positive attitude, very helpful and charming. Great service. Would never have guessed Connie was new!",5,Date of experience: 14 February 2022,14 Feb 2022
The call handler was very pleasant,The call handler was very pleasant and assertive. No surprise as she is a fellow pisces.. however not happy about having to wait until next week to be paid.,4,Date of experience: 14 February 2022,14 Feb 2022
Excellent service,"Excellent service, Daniel was very friendly and polite.",5,Date of experience: 14 February 2022,14 Feb 2022
Excellent service,"Excellent service, really personal approach with attention to detail from Danny.",5,Date of experience: 14 February 2022,14 Feb 2022
An excellent company,"An excellent, efficient and organised company. One of our primary contacts at JSA is Adnan. He is always available with well researched and thoughtful advice and nothing is ever too much work. He is a knowledgeable senior accountant, but never hesitates to make use of JSA’s many specialists when relevant (not least their great IR35 team) to qualify any replies he gives to insure the best service possible.  I can not recommend both JSA and Adnan highly enough.",5,Date of experience: 11 February 2022,11 Feb 2022
"Disappointing service, I would not recommend them.","*** JSA completed my SATR on 23/02/2022.  I was charged £5.84 interest for late payment on account by the HMRC.  I am glad that I wasn't fined more, but this should never have happened.  I gave JSA all the information they needed on 26/11/2021 to complete my SATR. They caused me unnecessary stress.  Giving them 2 stars instead of 1, as Donna and Dawn did return my calls so I wasn't ignored.** Update. Spoke to Donna who is the manager of my personal accountant Dawn.  I was told they would update me today (22/02/2022), but nothing. I still don't know if they will finish my SATR before 28/02/2022.  That means I may be charged £100 by the HMRC for late filing. Absolutely disgraceful service.  *Update.  My self-assessment tax return for 2021 is still not ready.  I chased for an update today (18/02/2022) and they told me it would be ready by 24/02/2022.  I wonder if JSA has missed the SATR deadline of 31/01/2022 for anyone else or is it just me? Very disappointing service...I have employed JSA Services to complete my self-assessment tax return for 2020-2021.  Having my own full time job, 2 kids and moving home I thought it would be easier to have my accountant submit it.  Not wanting to miss the SATR deadline, I sent all my information to JSA on 26/11/2021.  I sent a few email chasers in January to find out when my SATR would be ready.  I was initially told it would be done before 31/01/2022.  I wasn't too worried so I waited.  A few days before the deadline I asked again about my SATR and I was still told it would be ready by 31/01/2022.  I called up on Friday (28/01/2022) about it and this time I was told that JSA would work through the weekend to have it completed.  I thought this was strange as I sent my information back in 26/11/2021.  Fair enough I thought, my accountant told me about delays due to Covid.  Not surprisingly, on 31/01/2022 I received an email telling me that my SATR would not be completed in time and my accountant expressed that the HMRC deadline was extended to 28/02/2022.  I finally received my SATR on 03/02/2022.  Due to my own work commitments (also affected by Covid), 2 kids and house move I only finished reviewing my SATR today (11/02/2022) and I am disappointed that they missed so many items.  Over 2 months and JSA did not once request any additional information from me and I had to spend hours of my own time reviewing it.  Hopefully JSA will get my SATR finished soon so I won’t be charged too much interest on the late payment. And this isn't my first disappointing encounter with JSA.  I recently closed my Ltd company and JSA were delayed in completing my cessation accounts, but that's another story which they did resolve quickly when I complained.  And don't mention when JSA took over CleverAccounts and messed up my accounting data.",2,Date of experience: 11 February 2022,Updated 4 Mar 2022
Very polite and knowledgeable agent,Date of experience: 11 February 2022,5,Date of experience: 11 February 2022,11 Feb 2022
Fantastic Customer Service,"Fantastic. Really helpful, great customer service and very efficient ! Resolved my issue in one phone call",5,Date of experience: 11 February 2022,11 Feb 2022
What a helpful and friendly customer…,What a helpful and friendly customer service representative. All my queries were dealt with straight away and I am a very satisfied customer.,5,Date of experience: 10 February 2022,10 Feb 2022
Terrible unprofessional umbrella company with non-facing payroll service,"Terrible customer service I want to share my experience for anyone who is considering choosing an umbrella company.  DO NOT choose JSA Group. I am experiencing so many issue trying to get my P45 I left a role on the 20/01/22, JSA payroll cut-off date was the 31/01/22. I have just been informed that they will not be issuing my P45 until the 01/03/2022 because they are processing the payslips at the end of each month and they have not done it for January, meaning it won't be done until the end of February.  Initially I was told that they could not process my P45 because my January payment is paid in February that means I am still employed with them.I explained I gave you notice on the 30/12/2021 that I was leaving the role I was in on the 20/01/2022 to start a new role with another company on the 25/01/2022 and needed a P45 asap. They told me my P45 would be issued when they processed my last payment to ensure the correct figures were on my P45.  However, this did not happen.  They processed my payslip, they did not put in the system that I have left and no P45 was generated. JSA still have me in the system as active (as an employee) even though I gave them notice on the 30/12/21. They told me because I am still an employee my leaving date will now be the 28/02/22, i told her this is not correct because my leaving date at my previous role was the 20/01/22 and I started a new role. Because of JSA in-action HMRC has given me an emergency tax code. JSA told me payroll is not customer-facing and that's a big issue if you are using an umbrella company.I would recommend that you avoid using this company, i spoke to two operative and the situation is still unresolved.  One is Anisa B and the other was her Manager.",1,Date of experience: 10 February 2022,10 Feb 2022
Exceptional Service!,I have been using JSA for a while now and found their customer service to be exceptional. Danny was very patient  Their margins are competitive and would recommend using them for your accounting services.,5,Date of experience: 10 February 2022,10 Feb 2022
Thanks Danny for clarifying the doubts…,Thanks Danny for clarifying the doubts with regards to pension contribution. It was really helpful !,5,Date of experience: 09 February 2022,9 Feb 2022
He was  very eloquent and to the point.,Date of experience: 09 February 2022,5,Date of experience: 09 February 2022,9 Feb 2022
The representative was really helpful,Date of experience: 09 February 2022,5,Date of experience: 09 February 2022,9 Feb 2022
Danny was very helpful snd resolved my…,Danny was very helpful snd resolved my query very efficiently. Great work Danny!,5,Date of experience: 08 February 2022,8 Feb 2022
"Danny was very helpful,communication…","Danny was very helpful,communication skills and calmness really helped",5,Date of experience: 08 February 2022,8 Feb 2022
Very Good performance from Danny,Date of experience: 08 February 2022,4,Date of experience: 08 February 2022,8 Feb 2022
Spoke with a gentleman called Tim such…,Spoke with a gentleman called Tim such a lovely polite guy. Helped me with all my needs without taking up too much of my time,5,Date of experience: 07 February 2022,7 Feb 2022
Excellent service from Connie,Spoke with Connie B this afternoon. A true professional who quickly resolved my two issues in a short space or time. A real credit to JSA.,5,Date of experience: 04 February 2022,4 Feb 2022
Great umbrella service!,This is the best umbrella company I've ever used!! Always very quick in responding to phone calls (with callback option when queues long) and very clear information. The portal to submit timesheets is very simple and defaults to the usual working pattern to enable the lowest number of clicks required. Great user experience!,5,Date of experience: 04 February 2022,4 Feb 2022
"Friendly, professional, efficient customer service!","Connie quickly understood my request for a legacy document and promptly retrieved and emailed it to me. Friendly, professional, efficient customer service,  can't ask for more!",5,Date of experience: 04 February 2022,4 Feb 2022
Connie B was very helpful,"Connie B was very helpful, explained things clearly and walked me through the process.  She also went to a colleague to explain that the action had been completed and could now be processed.  4 stars would have been 5 stars if I didn’t have to wait in the phone queue for 20 mins prior to speaking with Connie.",4,Date of experience: 04 February 2022,4 Feb 2022
Tim was very helpful and explained…,Tim was very helpful and explained really well breaking down every single thing that I needed to know.,5,Date of experience: 03 February 2022,3 Feb 2022
Very helpful staff and polite.,Date of experience: 03 February 2022,5,Date of experience: 03 February 2022,3 Feb 2022
Such a pleasant conversation with…,Such a pleasant conversation with Daniel today.   The set up process was great and any questions I had were answered immediately.   Definitely recommend JSA for your umbrella company needs.,5,Date of experience: 03 February 2022,3 Feb 2022
Danny explained things to me…,Danny explained things to me professionally. Thanks Danny.,4,Date of experience: 03 February 2022,3 Feb 2022
Always have a lot of issues with JSA as…,"Always have a lot of issues with JSA as a company, but on the day my pay didn't go through, fortunately I spoke with Daniel S who chased it up and the pay was in my account within a few hours",5,Date of experience: 02 February 2022,2 Feb 2022
Very polite way of explaination thats…,Very polite way of explaination thats makes my all doubt go away thank you danny for undersatnding and helping me outRegards SM,5,Date of experience: 01 February 2022,1 Feb 2022
Pension enquiry,I phoned in to find out how to set up salary sacrifice pension and Tim was very helpful.He explained the process and emailed me the appropriate form.He also provided additional information re the contact phone and email for me to use.Very helpful,5,Date of experience: 01 February 2022,1 Feb 2022
I liaised with Qasim Parkar for my…,I liaised with Qasim Parkar for my self-assessment. He was very helpful and proactive throughout the process.,5,Date of experience: 01 February 2022,1 Feb 2022
Call answered in 30 seconds,Call answered in 30 seconds and my query dealt with professionally and courteously. Great service,5,Date of experience: 01 February 2022,1 Feb 2022
Great work from Qasim in completing my self…,Great work in completing my self assessment so quickly and before the HMRC deadline,5,Date of experience: 01 February 2022,1 Feb 2022
Avoid this firm!,"Very, very poor service. I was told the fees would be £10 per week before I signed up. After signing up and getting my first payslip, I find JSA have taken £50 per week!They explained that the £10 per week was an old price from 2019 and the JSA fee is now £19.50. This means their prices have double in 3 years! That's a very scary rate of increase.I tired to call them about this but, every time I tried to call, I would be 17-18th in place on a queue!Even after requesting a call back it would take 2-3 hours for them to call me back! Only ever spoke to 2 people so it seem they have a tiny team for far too many clients.I do not recommend JSA.",1,Date of experience: 31 January 2022,31 Jan 2022
I really appreciate Daniel's help,I really appreciate Daniel's help; he has been very supportive in clarifiy my questions.,5,Date of experience: 28 January 2022,28 Jan 2022
Great customer service,Date of experience: 28 January 2022,5,Date of experience: 28 January 2022,28 Jan 2022
Very helpful and quick turn around.,Very helpful and quick turn around.Thank you,4,Date of experience: 27 January 2022,27 Jan 2022
Requested a call back and they we’re…,"Requested a call back and they we’re very helpful with my problems, which were resolved on the phone.",5,Date of experience: 27 January 2022,27 Jan 2022
Excellent service JSA,"I spoke to Tim at JSA today he was polite, professional and very efficient. Tim was able to deal with my query he was very helpful. Thank You JSA excellent service as always 👍😀",5,Date of experience: 27 January 2022,27 Jan 2022
I trust JSA,I have been using JSA's services since 2012 for relatively small scale and straightforward accounting for my limited companies. They always impressed me with their strong knowledge and value add with their regular advice and accuracy in book keeping. Highly recommended.,5,Date of experience: 27 January 2022,27 Jan 2022
Polite and helpful staff,Polite and helpful staff. Seamless service.,5,Date of experience: 27 January 2022,27 Jan 2022
Excellent service,Date of experience: 27 January 2022,5,Date of experience: 27 January 2022,27 Jan 2022
Today I spoke with Danny,"Today I spoke with Danny, who responded to my query with respect and understanding of the importance of my problem. Every time I have called JSA they have been very professional, efficient and prompt in their response.",5,Date of experience: 27 January 2022,27 Jan 2022
They say that you have one point of…,"They say that you have one point of contact but each time you email, someone else respond, that is clearly not an experienced accountant, and you can feel that they don't care, borderline rude, always providing half an answer. If you reply to the email, you need to wait another 2 to 3 days, someone else again will respond that still does not care the least.They are absolutely NOT optimising for tax efficiently but to make it easier for them.Awful communication, awful support.They bought my previous accountancy firm that was so much better, what a waste.Stay away!",1,Date of experience: 26 January 2022,Updated 26 Jan 2022
Tim sorted me out in minutes with a…,"Tim sorted me out in minutes with a query I had about holiday pay. Helpful, friendly and efficient :)",5,Date of experience: 26 January 2022,26 Jan 2022
Excellent support like always....:),Date of experience: 26 January 2022,5,Date of experience: 26 January 2022,26 Jan 2022
I had a number of queries and they were…,I had a number of queries and they were all dealt with by Danny in a professional and swift manner. Thanks a lot for your help Danny!,5,Date of experience: 26 January 2022,26 Jan 2022
Problem overcome swiftly,"Tim was extremely helpful in reversing a traumatic situation with my previous umbrella company, who have missed two payments due to a cyber-attack. I commend him for his knowledge and comprehensive actions in my regard.",5,Date of experience: 26 January 2022,26 Jan 2022
Lovely customer service provided by…,Lovely customer service provided by Daniel.,5,Date of experience: 26 January 2022,26 Jan 2022
Very helpful indeed,Date of experience: 25 January 2022,5,Date of experience: 25 January 2022,25 Jan 2022
Connie was very helpful on the phone,"Connie was very helpful on the phone, was very quick with finding out the right information.",5,Date of experience: 25 January 2022,25 Jan 2022
Excellent Service,My experience on the phone with Tim was very pleasant. He was very helpful with my enquiries and made sure they were dealt with.,5,Date of experience: 25 January 2022,25 Jan 2022
Always great service,Always great service. Been with JSA for 2 decades and still using their services.,5,Date of experience: 25 January 2022,25 Jan 2022
JSA: Shocking Customer Service & one issue after another,"I’ve been with JSA for just over 3 months and it’s been one issue after another. They take weeks to respond to emails and in some cases they don’t respond at all. Contacting them by phone is also difficult. Be prepared to be on hold for hours. They do have a call back but by the time this happens you will probably be in bed sleeping..From an administration perspective, they’re not much better. I agreed a margin with them then was charged a margin £5 higher. When I did final get a response when I challenged this one person said no problem they’d sorted it, then I got another email from someone else claiming the agreement was for a different assignment so the higher margin was correct. Seems they don’t even communicate internally either.I have lost count of the hours I’ve spent trying to unpick issues they’ve caused so I definitely wouldn’t recommend using their services.",1,Date of experience: 19 January 2022,19 Jan 2022
Avoid at all costs,"As others have said would give -10 if I could. I got moved to JSA when they took over AccountsNet. AccountsNet were excellent. JSA has been one hell of a disaster. I have to keep chasing them for everything all the time, there is no pro-activity on their behalf. So everyday I have to set an hour to try to get hold of them to establish where we are with the accounts, VAT etc. I chase them all the time, if I have questions, rarely do people come back to me unless I escalate to a complaint. I had agreed my accounts be ready for September, they still have not processed them as yet and it is January 13th. Needless to say I shall be leaving them now once they have, hopefully, filed my company accounts, and assessing if should report them.",1,Date of experience: 13 January 2022,13 Jan 2022
Reliable accountancy? Go elsewhere,"As others have said would give zero if I could. I got moved to JSA when they took over AccountsNet. AccountsNet had been pretty good. JSA has been one mistake after another. I have to contact them, there is no pro-activity on their behalf. I chase them all the time, if I have questions, rarely do people come back to me unless I escalate to a complaint. I've been 'paid off' for 2 months credit by JSA after making complaints. I had agreed my accounts be ready for September, they processed them after 8 chases in December. It is currently 10th Jan and my self-assessment is nowhere to be seen despite chases. I shall be leaving them now.",1,Date of experience: 10 January 2022,10 Jan 2022
Very happy with support received.,Date of experience: 06 January 2022,5,Date of experience: 06 January 2022,6 Jan 2022
Very easy to get set up and any…,Very easy to get set up and any questions i had Patrick answered quickly and with all the information i needed.,5,Date of experience: 06 January 2022,6 Jan 2022
Patrick was very good on call,Patrick was very friendly and informative and covered all queries clearly and understandably,5,Date of experience: 05 January 2022,5 Jan 2022
There was a very kind person he really…,There was a very kind person he really helped a lot . Very kind Man,5,Date of experience: 31 December 2021,31 Dec 2021
Resolving an important issue with JSA,Colin was very helpful and joy to discuss the ussue I had.,5,Date of experience: 31 December 2021,31 Dec 2021
Fantastic service,Colin was very helpful; really listened to my query. He also delivered this service in a most jovial manner; in a job that is no doubt difficult at certain times.,5,Date of experience: 30 December 2021,30 Dec 2021
Payment query,Had a payment query which Colin dealt with promptly. Surprisingly I didn't wait long to get through to someone which was nice too.,4,Date of experience: 30 December 2021,30 Dec 2021
Colin helped me sort out my contract acceptance,Colin helped me sort out my contract acceptance as I had a contract which had been superseded and not yet been removed from system. He assured it was OK to accept as the later contract would be one accepted anyway.,5,Date of experience: 29 December 2021,29 Dec 2021
Great customer service!,Colin has been great not only dealing with my queries during the call but explaining the differents options and the reason behind them.Great customer services overall!,5,Date of experience: 29 December 2021,29 Dec 2021
