title,description,rating,travel_date,review_date
Always receive great advice from…,Always receive great advice from everyone at PayStream so I wouldn’t go elsewhere.  The portal is easy to use and gives me a clear overview of everything I need to assess for the company.,5,Date of experience: 12 October 2021,12 Oct 2021
I've used Paystream for both Listed…,I've used Paystream for both Listed company work and umbrella services. I've found them to be great in both aspects. Always proactive and reliable. Never had an issue with payment and they keep the accounting side running smoothly leaving you to concentrate wholely on the work.,5,Date of experience: 12 October 2021,12 Oct 2021
Best customer service with very…,Best customer service with very friendly team.The rates are best in the market.,5,Date of experience: 12 October 2021,12 Oct 2021
No nonsense,"My experience was - no nonsense, quick payments, good comms.",5,Date of experience: 12 October 2021,12 Oct 2021
No problems..........,Date of experience: 12 October 2021,5,Date of experience: 12 October 2021,12 Oct 2021
All good,"Efficient, available when needed, pleasant to deal with",5,Date of experience: 12 October 2021,12 Oct 2021
Great service,"Paid on time, everytime, even early on occasions. Very good professional service.A big thank you to the team at paystream.",5,Date of experience: 12 October 2021,12 Oct 2021
Excellent umbrella,"Excellent umbrella, very responsive and accurate. Don’t always deal with the same person but the team pick up well where a colleague left off. Would highly recommend!",5,Date of experience: 12 October 2021,12 Oct 2021
Simple and Straightforward,"I was new to this and Paystream made my whole experience simple, straightforward and efficient. Always easy to get through to and very helpful.Would definitely recommend.",5,Date of experience: 12 October 2021,12 Oct 2021
Great Experience,"Over the 3 years I was with Paystream there were no issues at all and I was always paid on time. Any communication regarding changes eg. over the Christmas period, were always communicated clearly and with notice.",5,Date of experience: 12 October 2021,12 Oct 2021
Brilliant service that I wouldn’t…,"Brilliant service that I wouldn’t hesitate to recommend to anyone. Always friendly and very efficient! They just get on with it but take the time to talk you through it, at your pace, when necessary.",5,Date of experience: 12 October 2021,12 Oct 2021
Took £22.50 out of wages every week…,"Took £22.50 out of wages every week regardless of how many hours completed, plus I also paid their tax so paid my own contributions twice.Was told about it but said a small amount would be taken feel like it was explained in a sly way and they were not open and honest.I should of been given the option to pay my own tax but was told this was not an option",1,Date of experience: 12 October 2021,12 Oct 2021
Friendly and effective,Friendly and effective. Wouldn't think twice about working with them again (if I was unfortunate enough to have to work through IR35).,5,Date of experience: 12 October 2021,12 Oct 2021
Good service,Date of experience: 12 October 2021,5,Date of experience: 12 October 2021,12 Oct 2021
Very great customer care,Date of experience: 11 October 2021,5,Date of experience: 11 October 2021,11 Oct 2021
Highly Recommend,"Paystream are an exceptional organisation, with a team that have nothing but supported me since my move into the contracting world. Highly recommend.",5,Date of experience: 08 October 2021,8 Oct 2021
Who are these people giving them 5…,Who are these people giving them 5 stars? This is the worst umbrella company I have ever come across. It has been more than a month I have been chasing them for my money. They are withholding my money because I left my role without giving them notice. I left the role because I wasn't happy with the way the agency was handling things. I worked for that money and you have no right to hold on to it..The issue is now resolved. It was just a misunderstanding!,5,Date of experience: 08 October 2021,Updated 8 Oct 2021
Paystream are the worst umbrella…,Paystream are the worst umbrella company. I have used. They have my pay from my agency 3 days without making any payment to me. They keep telling me to wait till 7pm from day 1-3. As at when I am writing this review they still Have not paid me. I will not recommend them to anyone. It is bad enough we are inside IR35 for an umbrella company to hold your money for 3 days is very absurd. The best umbrella company so far is parasol. I have used parasol for 2 years and only joined paystream in August as a friend referred me. Unfortunately they are the worst umbrella company to use.,1,Date of experience: 07 October 2021,7 Oct 2021
Good,"Good, clear and prompt advice and service provided",5,Date of experience: 05 October 2021,5 Oct 2021
The Paystream team,"The Paystream team, is very attentive and patient. I have experienced difficulties during the Pandemic and they have been very considerate. Its a great team, I am familiar with the team players! Thank you Chris Lex and Matt for being superb and efficient. They are very helpful and always deliver confidence in me as a business owner. There are prompt in delivering my requests for accounts ect and great with keeping me informed with changes legally. Excellent Paystream! You should be very proud! Highly recommend them from for your accountancy needs, would be a complete mess without them!",5,Date of experience: 04 October 2021,4 Oct 2021
I signed up with Paystream in May this…,"I signed up with Paystream in May this year and I can honestly say it has taken away all stresses!  - Paystream provide a very efficient service , very polite and communication is excellent Thank you Elaine Hunt",5,Date of experience: 03 October 2021,3 Oct 2021
AVOID - totally incompetent,"Incorrectly pay you and the staff I have dealt with very clearly do not have any qualifications. I have raised several times that they are incorrectly calculating and recording my pay, to be fobbed off with varying explanations that make NO SENSE. Anyone who has even gotten to NVQ3 AAT would have covered this. They take 2 months to pay your pension contributions out after deducting them AND charge you an additonal £25 every time AND they still opted me in to their pension even though I repeatedly told them not to and they had already paid into my private one. Also your leaving date is whenever they feel like recording it after they process your last pay, not your last day worked (so weeks if not months after you've left) and so can cause serious issues for your tax code as you'll show as having dual employment. I am in the middle of supplying evidence for the case I've raised with HMRC as repeated emails to Paystream just result in their staff fobbing you off. Avoid at all costs, I regret ever using them.",1,Date of experience: 02 October 2021,Updated 2 Oct 2021
Pay stream good for me,Date of experience: 02 October 2021,5,Date of experience: 02 October 2021,2 Oct 2021
Clear and concise communication and…,Clear and concise communication and great customer service. I have been nothing than impressed with Paystream 🙂,5,Date of experience: 01 October 2021,1 Oct 2021
Wonderful company to be under,Date of experience: 01 October 2021,5,Date of experience: 01 October 2021,1 Oct 2021
Great payroll company,"Great payroll company! Fantastic customer care, have dealt swiftly with all queries I have had to present date!",5,Date of experience: 01 October 2021,1 Oct 2021
Always paid on time,"Always paid on time, never an issue.",5,Date of experience: 01 October 2021,1 Oct 2021
Great Service and always quick to…,Great Service and always quick to respond to any query. Recommend to anyone!!!!,5,Date of experience: 01 October 2021,1 Oct 2021
Just great!!!,"The support team is incredibly responsive (I mean seconds or minutes via email), and able to help and sort with any queries! Really glad with my choice 6 months after!",5,Date of experience: 30 September 2021,30 Sept 2021
Efficient personal accountancy service,"Paystream is a efficient personal accountancy service for those of us running our own businesses. Ever helpful, they will happily respond to any questions, and they ease the burden on me, leaving me time to get on with earning,",5,Date of experience: 28 September 2021,28 Sept 2021
Efficient payroll and salary sacrifice,My client refused to engage with limited companies and so I was forced to find an umbrella company quickly. I've been with paystream 18months and I have had a truly positive experience. From salary sacrificing into my pension to handling complex tax questions (and providing advice for a small fee). They have been prompt and efficient.My old Ltd co accountants could learn a lot from them!I would guess the negative comments are more likely from untimely payments made by the end client rather than processing delays at paystream. My client pays promptly and I have never had a delay on weekly pay roll.Awesome service. Thanks paystream!,5,Date of experience: 27 September 2021,Updated 27 Sept 2021
Rubbish customer service,"Rubbish customer service. No accountability or an eta on issues. They would hardly do anything to speed up the things. No help chasing payment. Departments like compliance, payroll does not have a connect and even a simple request takes days to be looked into.",1,Date of experience: 22 September 2021,Updated 22 Sept 2021
Impossible to fault,"I have never had anything other than a great experience working with PayStream. Their teams are extremely knowledgeable and highly professional. Most important, you can always get through to someone on the phone when you need to, and emails and voicemails are always responded to in an efficient and timely manner. PayStream are literally impossible to fault.",5,Date of experience: 20 September 2021,20 Sept 2021
DO NOT USE PAYSTREAM,"Ignoring the previous reviews, which are clearly submitted by friends and colleagues of PayStream employees, I advise anybody strongly not to use PayStream. Not only will they not pay you, they also refuse to answer questions despite being emailed the same question on numerous occassions. I cant say much more as going through legal channels to recover monied not paid, but will say that there are lots of more reputable companies out there, so would advise to use them not PayStream.",1,Date of experience: 20 September 2021,20 Sept 2021
Like having your own finance department,"Easy to work with, fast response, minimum work for me to do",5,Date of experience: 20 September 2021,20 Sept 2021
Excellent service,"Paystream provide an excellent service. From helping me to set up my company, to explaining clearly the financial requirements and providing technical advice around IR35 to ensure compliancy.",5,Date of experience: 18 September 2021,18 Sept 2021
Such a great organisation in supporting…,Such a great organisation in supporting all your needs. Very responsive in requests. Payment always on time and simple to understand paperwork. Already referred to colleagues and would recommend anybody requiring an umbrella organisation seriously consider PayStream.,5,Date of experience: 17 September 2021,17 Sept 2021
Paystream Limited Company services are…,Paystream Limited Company services are excellent.,5,Date of experience: 13 September 2021,13 Sept 2021
Paystream were very good,"Paystream were very good.  Everything was explained clearly, questions were answered quickly and, most importantly, I got paid the right amount when I was supposed to.",5,Date of experience: 13 September 2021,13 Sept 2021
Great company to work with,Great company to work with. Support was great and prompt payments.,5,Date of experience: 13 September 2021,13 Sept 2021
Very efficient in every way,"Very efficient in every way, very informative and professional.",5,Date of experience: 12 September 2021,12 Sept 2021
Very professional service,Date of experience: 12 September 2021,5,Date of experience: 12 September 2021,12 Sept 2021
Umbrella,"I'd recommend Paystream if you're looking for an Umbrella company that is easy to enrol with and efficient with payments, nothing but a positive experience.",5,Date of experience: 10 September 2021,10 Sept 2021
Quick response time and helpful,All the issues are looked into quickly. Team of professionals make sure no issues arise.,5,Date of experience: 09 September 2021,9 Sept 2021
Awful Service,"Awful Service, been with them for 3 months and not even once I'm paid on time. Weird excuses about currency they receive funds in, then schedule of my agency, list goes on. Like others complaining here, you have to call and beg for your own money. I do know that my agency are always on time to release funds, it's just these scammers who are extremely unprofessional and won't even apologise. If I could use any other umbrella I certainly would switch without hesitation. Won't recommend at all.",1,Date of experience: 09 September 2021,9 Sept 2021
I found Paystream very professional and straightforward to deal with,"This is based on a short term contract and I found the whole experience very straightforward and easy.  The process, communication and the people were all very easy to deal with.Will definitely use again for my next contract.",5,Date of experience: 09 September 2021,9 Sept 2021
Great customer service!,"I joined PayStream for umbrella company services over a year ago and recommend them for anyone looking for a reputable company.  Joining was relatively easy and I received my pay on a weekly basis (as long as my timesheets were submitted on time) with any deductions fully detailed.  When I did have any queries, the customer service team were amazing and responded and resolved them very quickly.  At the end of my contract, leaving wasn't an issue and I was told that rejoining would be much easier than joining, so will definitely be considering PayStream for my next contract!",5,Date of experience: 09 September 2021,9 Sept 2021
Excellent service,"Excellent service, very accessible staff.  Recommended to self employed and contract workers.",5,Date of experience: 09 September 2021,9 Sept 2021
Really efficient and helpful from start…,"Really efficient and helpful from start to finish, I would definitely recommend them for someone looking for an umbrella company.",5,Date of experience: 08 September 2021,8 Sept 2021
Vert responsive and helpful,Date of experience: 08 September 2021,5,Date of experience: 08 September 2021,8 Sept 2021
Excellent and friendly support,Excellent and friendly support. Would work with you again,5,Date of experience: 08 September 2021,8 Sept 2021
Excellence communication,"Excellence communication, always paid on time and queries answered right away. keep up the great work excellent team J.kelly",5,Date of experience: 08 September 2021,8 Sept 2021
Would definitely recommend,Would definitely recommend. Always responsive to my queries.,5,Date of experience: 08 September 2021,8 Sept 2021
very efficient,Date of experience: 08 September 2021,5,Date of experience: 08 September 2021,8 Sept 2021
Excellent company and excellent…,"Excellent company and excellent customer service!! They will always respond to your queries the same day and if the can't they will always come back saying that your query has been received and will be answered the next day. I really felt comfortable during my time with them. The only reason I left was that their prices increased a bit which I was not able to manage with my monthly earnings. Otherwise, I'd highly recommend Paystream to anyone who's looking for an Umbrella company.",5,Date of experience: 08 September 2021,Updated 15 Feb 2023
I’d definitely use them again!,I’d definitely use them again if I needed them and would recommend them as so easy to use!,5,Date of experience: 08 September 2021,8 Sept 2021
Smooth Process.. Great Communication..,"I have worked through Paystream for over 18 months. Over that time, I found their process efficient and transparent. Over the pandemic period, they had email support only but were always very quick in getting back. I will definitely consider them as my first choice if I need similar services in future.",5,Date of experience: 08 September 2021,8 Sept 2021
Have used Paystream for month and a…,"Have used Paystream for month and a half. Service was excellent, phone support was able to answer me any questions I had when I registered. Payments always on time and correct. All paperwork arrived on time when I left.Satisfied customer.",5,Date of experience: 08 September 2021,8 Sept 2021
Wonderful,Very helpful,5,Date of experience: 08 September 2021,8 Sept 2021
Very easy to use,"Very easy to use, helpful when needed and efficient and getting your payment to you.",5,Date of experience: 08 September 2021,8 Sept 2021
Excellent service,Excellent service. Never let me down. Will definitely use Paystream again.,5,Date of experience: 08 September 2021,8 Sept 2021
"Simple, quick and efficient","Simple, quick and efficient.  Used Paystream when I moved inside IR35 for a new role, set up quickly, never had any hassle at all, and when I stopped contracting they processed everything quickly without any fuss.",5,Date of experience: 08 September 2021,8 Sept 2021
Fantastic Service,"Used Paystream for over 2 years. Never had an issue, staff always very helpful and responsive. Set up was easy, even when changing contracts.",5,Date of experience: 08 September 2021,8 Sept 2021
Always professional and friendly.,Date of experience: 08 September 2021,5,Date of experience: 08 September 2021,8 Sept 2021
I had a great experience with…,I had a great experience with PayStream. I would recommend it to friends and colleagues.,5,Date of experience: 08 September 2021,8 Sept 2021
Very happy with this service.,"Efficient, friendly and helpful. Cost effective way for contractors to work. Would highly recommend.",5,Date of experience: 08 September 2021,8 Sept 2021
Cannot fault them,They kept everything simple and paid me on time each month.,5,Date of experience: 08 September 2021,8 Sept 2021
I was very happy because my salary…,I was very happy because my salary always in time,5,Date of experience: 08 September 2021,8 Sept 2021
Professionals that understand your needs,"This is the kind of provider I need, someone I can rely on and always available on the phone. They really understand your needs and are willing to help you.",5,Date of experience: 08 September 2021,8 Sept 2021
Always someone with the right answers,"Any time you have a problem you make a call and they always pick up the phone, on the other side there is always someone with the right answers to your problems. This is what I need for my small biz.",5,Date of experience: 08 September 2021,8 Sept 2021
Best in the biz,"This guys are the best in the biz. 4 years with them and they are always are next to me when any doubt arises, my understanding of how to run a company are limited and they have all the patiance in the world to explain things in a way that even I can get it. Remarkable.",5,Date of experience: 08 September 2021,8 Sept 2021
best service,I liked the service,5,Date of experience: 07 September 2021,7 Sept 2021
Happy customer for 3 years,"I've been using PayStream's services for 3 years and have found their systems and accountants very helpful in dealing with my company's finances. They have a set of processes in place to handle the regular accounting requirements which run very smoothly, and they provide web based dashboards and reports that give me visibility of the details of my accounts anytime I want.Additionally, there are a team of specific accountants in charge of my account which I can ask questions of at any time. When I've had questions about my accounts or specific circumstances that I require expert advice on, they've been very quick to respond and patiently and thoroughly explore the questions with me and provide me with detailed answers or the options that are available to me.Special thanks to Chris and Leo who I've talked to for a while now and have been very helpful, and more recently Carlos who has also been a pleasure to deal with",5,Date of experience: 07 September 2021,Updated 7 Sept 2021
Shocking,Disgraceful. Had a choice of two agencies from my employer and made the wrong choice. Utter disaster with NEST pension enrolment. Like dealing with a firm of zombies.,1,Date of experience: 03 September 2021,3 Sept 2021
They are good people to work with to…,They are good people to work with to help you back into work,5,Date of experience: 03 September 2021,3 Sept 2021
Professional service is provided.,Date of experience: 02 September 2021,4,Date of experience: 02 September 2021,2 Sept 2021
Great,"Great, services and easy to follow guidance from their support services.",5,Date of experience: 02 September 2021,2 Sept 2021
Absolutely fabulous,Date of experience: 01 September 2021,5,Date of experience: 01 September 2021,2 Sept 2021
Great service!!!,Date of experience: 01 September 2021,5,Date of experience: 01 September 2021,1 Sept 2021
Great service,"Always helpful with any questions, pay is prompt and correct, highly recommend",5,Date of experience: 01 September 2021,1 Sept 2021
Excellent service,"I have been an IT contractor for 23 years and always been limited company. Due to IR35 I am forced to use an umbrella. I have to say Paystream have been excellent. Very professional, my pay is always on time and I've never had any issues. Highly recommended!",5,Date of experience: 01 September 2021,1 Sept 2021
Its been a wonderful experience with…,Its been a wonderful experience with Paystream. Very prompt and quick to respond to queries. The staff are very polite and pleasant,5,Date of experience: 01 September 2021,1 Sept 2021
Brilliant team and very supportive,Brilliant team and very supportive. Always there when you need something,4,Date of experience: 01 September 2021,1 Sept 2021
Jamie was brilliant at delivering the…,Jamie was brilliant at delivering the presentation. she was very knowledgeable and I will be able to pass the benefits onto our engineers,5,Date of experience: 01 September 2021,1 Sept 2021
"Frustrating, disappointing, disinterested","Chaotic, disorganised and nobody takes responsibility. Fine when things are simple but as soon as anything becomes a teeny bit out of the ordinary, they're floundering. I can't recommend them. Examples include:1. Automatically implementing a charge for a rewards scheme. I asked them to remove this and they simply re-instituted it the following month.2. Not having set up a new client company 3 weeks after I raised it (twice by phone, several times by email). I remain unpaid. My complaints to them remain unanswered.",1,Date of experience: 30 August 2021,Updated 1 Sept 2021
Fantastic service from start to finish…,Fantastic service from start to finish with Paystream and I'd be happy to work with them again. Their onboarding team are great and I was hugely impressed with the level of support received throughout my assignment period. I've used other umbrella companies before but I will only use Paystream in the future - highly recommended.,5,Date of experience: 26 August 2021,26 Aug 2021
PayStream Excellent Service,"PayStream provide an excellent service, they are responsive, clear and friendly.",5,Date of experience: 20 August 2021,20 Aug 2021
Super service and an easy to use website.,Very good coms and a super app and service for the PSC contractor. Highly recommended.,5,Date of experience: 19 August 2021,19 Aug 2021
Helpful staff,"Helpful staff. Easy to contact and know their brief well, when dealing with umbrella contractors. Would recommend.",5,Date of experience: 19 August 2021,19 Aug 2021
"Hi,AVOID IF POSSIBLE","Hi,Didn't tell me that they required fuel receipts up front, made a big song and dance about it causing a pain in the ass.If my mileage is signed off by my employer why do I need to provide receipts?Probably still owe me a few quid so avoid if you can and use a more established umbrella company. Not very professional at all, with a we know better than you attitude. .",2,Date of experience: 17 August 2021,17 Aug 2021
Easy and user-friendly,"Easy to set-up, great support from introduction team and great advice from accounting team. The portal is a fantastic tool with the dashboard giving a one-page state of play of company. Looking forward to working with PayStream!",5,Date of experience: 17 August 2021,17 Aug 2021
Super efficient and friendly customer…,Super efficient and friendly customer service. They never let anything drop and explained everything each step of the way.,5,Date of experience: 16 August 2021,16 Aug 2021
Great Umbrella company,"Paystream was quick to onboard. The services were great, as well as they kept us informed of the updates.",4,Date of experience: 14 August 2021,14 Aug 2021
Great team,"My Paystream team (Jamie, Lauren and Callum) are really good and helpful. I enjoy working with them.",5,Date of experience: 14 August 2021,14 Aug 2021
Poor service,Paystream screwed up my leaving and didn’t pay my last payment. Had to chase them and ended receiving less than expected as they were too lazy to process properly and I paid more tax than I should have.Won’t be using them again.,1,Date of experience: 14 August 2021,14 Aug 2021
"1 Disappointing - if you use them, beware","1. The online payment system was clunky and I couldn’t get it to work. The workaround was to email staff with your hours for thw week, and they did the necessary at their end. They were very quick to offer it and although I asked to do it myself, it didn’t seem possible. I got the impression it wasn’t well set up. (My current umbrella organisation’s online portal is so easy to use by comparison).2. I chose to have holiday pay put aside, not paid upfront. As my contract came to an end and we were winding up, they said and did nothing about it. I had assumed it would be automatically included in my final payment but when I went to check I saw it hadn’t. I had to ask them to pay it. The delayed payment of my holiday pay fell in the new tax year, and gave me an additional tax liability (also partly because I was wrongly coded by them - see below).3. With Paystream you pay both employee’s and employer’s NI which is unfair. That doesn’t happen in my current umbrella outfit.4. I gave clear instructions on starting with Paystream about my correct tax coding. They subsequently altered this without reference to me or drawing it to my attention. When I complained about this later, they said it was because of an apparent discrepancy with the tax code on my P45. The P45 pre-dated my instruction to them. They could and should have contacted me about it to clarify it but they did not. When I eventually discovered what had happened, I complained. There was an exchange of emails over several days in which they said again and again ‘not our fault, nothing we could or should have done differently.’ Poor customer service and bad complaints handling. Their poor service has cost me multiple calls with HMRC to sort it out.5. While I was still under contract and before the tax and holiday pay problems showed up, I had recommended Paystream to a friend as an umbrella company. She decided to go with them. I later saw on one of the Paystream emails I got that they were offering a £50 thank you for successful recommendations. I’d had no idea that was on offer but was chuffed to think I’d get a reward. I let them know who I’d recommended, and she told them when she joined that I’d recommended her. But Paystream said that I wasn’t entitled to the reward because my friend hadn’t yet completed 4 weeks in her job, and by the time she had, my contract had ended (even though she signed up while I was still with them). So, no ‘thank you’ for me! That just feels so shabby. The other problems re tax code and holiday pay blew up after I recommended the friend, otherwise I most definitely wouldn’t have put anyone their way. Personally, I’d avoid them.",2,Date of experience: 14 August 2021,Updated 14 Aug 2021
Excellent service,"Excellent service, best company I have worked with",5,Date of experience: 14 August 2021,Updated 16 Aug 2021
Straight forward service friendly staff,Date of experience: 14 August 2021,5,Date of experience: 14 August 2021,14 Aug 2021
"Pay always on time,friendly staff on…","Pay always on time,friendly staff on the end of a telephone call.",5,Date of experience: 14 August 2021,14 Aug 2021
So far so good,So far so good. This is my second time of using paystream and they have never delayed in payment,5,Date of experience: 14 August 2021,14 Aug 2021
The most efficient and professional…,The most efficient and professional service I have ever used.,5,Date of experience: 13 August 2021,13 Aug 2021
Prompt service,"Prompt serviceBased on my experience of using PayStream as my umbrella service provider, I would rate their service to be 5 star. I did not have to have much interaction with them and whatever I had was top class. Their responses were prompt.",5,Date of experience: 13 August 2021,13 Aug 2021
Professional and friendly services,"Professional, prompt and customer friendly services provided by all the people I have dealt with there, notably Sina and Craig.  They have always responded quickly to any of my queries and have gone above and beyond what I expected in terms of help and advice.",5,Date of experience: 12 August 2021,Updated 2 Sept 2021
Very friendly and professional staff.,Very friendly and professional staff.Efficient and quick responses.Thank you,5,Date of experience: 12 August 2021,12 Aug 2021
I used PayStream for the last 15 months…,"I used PayStream for the last 15 months of my career before retiring. I cannot find anything about them that could be improved. The whole process from initial  setup, through routine payments to final close down just worked without a hitch. Everything was done on time and their website is clear and easy to use. Even when the company I was working for screwed up PayStream were helpful in resolving the issue. Now that I have retired I miss my 17:45 weekly email on a Friday with my payslip.",5,Date of experience: 11 August 2021,11 Aug 2021
A professional and highly recommended…,A professional and highly recommended umbrella company,5,Date of experience: 11 August 2021,11 Aug 2021
Been superb help in a difficult time,"Been superb help in a difficult time, excellent service.",5,Date of experience: 11 August 2021,11 Aug 2021
Very professional company,"Very professional company, can't fault them. I have always received immediate support and answer to my questions. Many thanks",5,Date of experience: 10 August 2021,11 Aug 2021
Great service from beginning to end.,Date of experience: 10 August 2021,5,Date of experience: 10 August 2021,10 Aug 2021
Efficient and professional,"I’ve been through the whole end to end process of using Paystream, from joining to leaving when I moved in to permanent employment. They were very professional and always handled any query I had efficiently. They made the whole world of contracting very straightforward when I had only ever been permanently employed before and had no experience of using an umbrella company. When I left they provided me with my P45 and a reference quickly making the transition to my new employer easy.",5,Date of experience: 10 August 2021,10 Aug 2021
Efficient and helpful,Date of experience: 10 August 2021,5,Date of experience: 10 August 2021,10 Aug 2021
"First class service, nice portal 10/10","A friend and colleague recommended me to PayStream and I instantly realised why. From first contact to the last, they make you feel welcome, explain the end-to-end-process and there's no 'hard sell'. Also the small fee they take to set everything up, liaise with 3rd parties, be available whenever you have a question or query about an invoice, timesheet, expense, sort out your PAYE, NI and pension contributions and produce a payslip is well worth it. The portal is easy to use and intuitive. The only small gripe I have is that the payslip itself is a little confusing and unnecessarily complicated, but a small detail. Overall, first class service, nice portal 10/10. When I need an umbrella next, I'm going straight back and I've already recommended others.",5,Date of experience: 10 August 2021,Updated 10 Aug 2021
Simple and Efficient,"Simple and Efficient - I used PayStream for their Umbrella Service when I did a one year maternity cover contract.  PayStream was easy to deal with, Payslips easy to understand and all the information I needed was easily found on their website.  I would recommend.",5,Date of experience: 10 August 2021,10 Aug 2021
Used Paystream twice now and each time…,Used Paystream twice now and each time all went smoothly. Would recommend.,4,Date of experience: 10 August 2021,10 Aug 2021
Excellent service,"Excellent service, very easy to use.  All the staff are very helpful",5,Date of experience: 10 August 2021,10 Aug 2021
First Class from start to finish,"Fantastic service, prompt, efficient, Customer Service team very very helpful who took time to explain whenever I had a query. I felt in completely safe hands, and wouldn't hesitate to go back to them when I need to.  Cannot recommend them highly enough.",5,Date of experience: 10 August 2021,10 Aug 2021
IR35 Worries..try Paystream,I was with Paystream for over 10 years and found them to a helpful and professional organisation. The only reason I left was that I had been offered a Staff position. Their staff were always friendly and helpful with questions I had and any issues were always resolved. I would recommend Paystream if you have fears over IR35.They have many options to suit everyone.,5,Date of experience: 10 August 2021,10 Aug 2021
Very good service always help full I…,Very good service always help full I used them for the umbrella and company service would recommend,5,Date of experience: 10 August 2021,10 Aug 2021
Very friendly and efficient,Very friendly and efficient. Great service all round,5,Date of experience: 10 August 2021,10 Aug 2021
Very Efficient and Very Supportive,Very Efficient and Very Supportive. They Best Umbrella Company to Work for. Thank You Very Much PayStream. Much Appreciated. ⭐️⭐️⭐️⭐️⭐️,5,Date of experience: 10 August 2021,10 Aug 2021
Very good,"Very good.Reliable, easy and good customer service. Would recommend and use again.",5,Date of experience: 10 August 2021,Updated 2 Sept 2021
Always helpful,Date of experience: 10 August 2021,5,Date of experience: 10 August 2021,10 Aug 2021
Great service,Great service - superb speedy responses - exactly the way i had wanted it,5,Date of experience: 10 August 2021,10 Aug 2021
I’m enjoying this service,Date of experience: 10 August 2021,4,Date of experience: 10 August 2021,10 Aug 2021
Great services combined with high level…,Great services combined with high level of professional standards. I would use Paystream again if I need to and will recommend to fiends as well.,5,Date of experience: 10 August 2021,10 Aug 2021
Great Payroll service that is very…,Great Payroll service that is very clear and within the Law. No Hidden agendas. Looks after the Staff tax affairs as the law demainds. Fantastic custormer service and care.,5,Date of experience: 10 August 2021,10 Aug 2021
Very easy to use,Very easy to use. Would highly recommend.,5,Date of experience: 10 August 2021,10 Aug 2021
Paystream have been preparing our…,"Paystream have been preparing our company accounts for the past 4 years.    During that time I have found the team to be reliable, efficient and responsive and everyone has been a pleasure to deal with.I can certainly recommend Paystream based on my experience.",5,Date of experience: 09 August 2021,9 Aug 2021
I always received the best advise from…,I always received the best advise from the team like payments - VAT for my company as well as personal TAX  - When and what account number I need to pay. They also help me with the Covit-19 problems.,5,Date of experience: 09 August 2021,9 Aug 2021
Second time I have used their services,"Second time I have used their services, reliable, easy to use, never had any problems using their MyMax service. Helpful customer service team who are always easy to get hold of.",5,Date of experience: 08 August 2021,9 Aug 2021
I find the staff extremely helpful and…,"I find the staff extremely helpful and polite every time I have contacted them.I have never had any questions from HMRC which is a real bonus.My only concern is that the fees are a bit on the high side, but I have stayed with Paystream because they give me peace of mind.",4,Date of experience: 07 August 2021,7 Aug 2021
If I could I would rate I would give 0…,"If I could I would rate I would give 0 stars to this scam company, for 6 months the just stolen mine and my colleagues money. I am just happy that this nightmare with these people has ended. Avoid it please , I hope all the money you steal to the hard working people you spend in medicine",1,Date of experience: 05 August 2021,Updated 5 Aug 2021
Watch out for the Margin fees,"Watch out for the Margin fees. They may quote you low but later they can increase it. I am only in 4th month of the contract and they already increased the Margin fees by 13 percent. Absolute joke really.. when questioned then they told me that due to increase in staff cost, IT cost, building cost etc they have to transfer it in to Margin fees. I don't understand if the rates are fixed then why the Margin fees are not fixed ? Just avoid and don't believe what they say at the time of registration",1,Date of experience: 04 August 2021,4 Aug 2021
Great company,Joined paystream to deal with my wages for an agency and they’ve been great. Wages are always accurate and either early or on time.,5,Date of experience: 03 August 2021,3 Aug 2021
Kris was extremely helpful,Kris was extremely helpful and knowledgeable in reviewing my annual accounts.ThanksPaul,5,Date of experience: 03 August 2021,3 Aug 2021
Great customer service where customer…,Great customer service where customer service is empowered and can resolve questions would recommend,5,Date of experience: 03 August 2021,3 Aug 2021
Great company,"Great company never had no trouble, always polite when you ring highly recomended.",5,Date of experience: 02 August 2021,3 Aug 2021
Great service,Great serviceVery professional,5,Date of experience: 02 August 2021,2 Aug 2021
PayStream are very easy to deal with.,PayStream are very easy to deal with. Prompt with replies to emails. Highly recommended.,5,Date of experience: 02 August 2021,2 Aug 2021
Always excellent in service,"Always excellent in answering questions, just got my first pay with themt and they informed me the day before of the break down and what I will be paid and was paid on time.Highly recommend Paystream!",5,Date of experience: 02 August 2021,2 Aug 2021
Excellent service,Excellent service. Quick response times.,5,Date of experience: 02 August 2021,2 Aug 2021
Unprofessional outfit and incompetent,"Did not pay the correct amount, the agreed date, the agreed cadence, correct pension contributions, or anything. Every week would make some excuse and promise they would pay, but just didn’t. Unprofessional outfit, and seem really incompetent. Didn’t pay me a penny of my approved and invoiced earnings for OVER 6 WEEKS and didn’t even apologise once! USE SOMEONE PROFESSIONAL.",1,Date of experience: 02 August 2021,2 Aug 2021
Big problem,"Big problem! Never paid me on the agreed payment date....... I emailed, I rang, I have bills to pay.... PayStream say Agents 'not paied us'. I rang the Agent they say they have paid Pay Stream 100% .... The woman at Pay stream had bad attitude toward me. I just want to know what's gone wrong and why my DD's will not be paid...",1,Date of experience: 30 July 2021,30 Jul 2021
Kris & Ciaran are great guys.,Kris & Ciaran both are highly professional and made it easy on all things accounting.,5,Date of experience: 26 July 2021,Updated 26 Jul 2021
